KEY,en,notes,sp,fr,de,it,pt-br,zh
FURNITURE_NAME_OBJECT_ROCK,岩石,,Roca,Pierre,Stein,Roccia,Pedra,岩石
FURNITURE_DESC_OBJECT_ROCK,,,,,,,,
FURNITURE_NAME_OBJECT_SMALLROCK,小岩石,,Roca pequeña,Caillou,Kleiner Stein,Piccola roccia,Pedra pequena,小岩石
FURNITURE_DESC_OBJECT_SMALLROCK,,,,,,,,
FURNITURE_NAME_OBJECT_DIAMOND,钻石,,Diamante,Diamant,Diamant,Diamante,Diamante,鑽石
FURNITURE_DESC_OBJECT_DIAMOND,,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_ORB,等离子体球,,Orbe plasmático,Orbe de plasma,Plasmakugel,Sfera di plasma,Orbe de plasma,等離子體球
FURNITURE_DESC_OBJECT_ELECTRONICS_ORB,,,,,,,,
FURNITURE_NAME_OBJECT_CRYSTALBALL,水晶球,,Bola de cristal,Boule de cristal,Kristallkugel,Sfera di cristallo,Bola de cristal,水晶球
FURNITURE_DESC_OBJECT_CRYSTALBALL,,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_LAVALAMP,熔岩灯,,Lámpara de lava,Lampe à lave,Lavalampe,Lampada di lava,Luminária de lava,熔岩燈
FURNITURE_DESC_OBJECT_ELECTRONICS_LAVALAMP,,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_FAN,小风扇,,Ventilador pequeño,Petit ventilateur,Kleiner Ventilator,Ventilatore piccolo,Ventilador pequeno,小風扇
FURNITURE_DESC_OBJECT_ELECTRONICS_FAN,,,,,,,,
FURNITURE_NAME_OBJECT_JAR_EMPTY,破碎的罐子,,Tarro roto,Bocal cassé,Kaputtes Glas,Barattolo rotto,Pote quebrado,破碎的罐子
FURNITURE_DESC_OBJECT_JAR_EMPTY,,,,,,,,
FURNITURE_NAME_OBJECT_JAR_HEAD1,罐子里的头 A,,Cabeza en un tarro A,Tête en bocal&nbsp;A,Kopf im Glas A,Testa in barattolo A,Cabeça no pote A,罐子裏的頭 A
FURNITURE_DESC_OBJECT_JAR_HEAD1,,,,,,,,
FURNITURE_NAME_OBJECT_JAR_HEAD2,罐子里的头 B,,Cabeza en un tarro B,Tête en bocal&nbsp;B,Kopf im Glas B,Testa in barattolo B,Cabeça no pote B,罐子裏的頭 B
FURNITURE_DESC_OBJECT_JAR_HEAD2,,,,,,,,
FURNITURE_NAME_OBJECT_JAR_EGGS,蛋罐,,Tarro con huevos,Bocal d'œufs,Glas mit Eiern,Barattolo di uova,Pote de ovos,蛋罐
FURNITURE_DESC_OBJECT_JAR_EGGS,,,,,,,,
FURNITURE_NAME_OBJECT_JAR_CAT,连体猫罐,,Gato conjunto en un tarro,Chats fusionnés en bocal,Siamesische Katzen im Glas,Gatto siamese in barattolo,Gatos siameses no pote,連體貓罐
FURNITURE_DESC_OBJECT_JAR_CAT,,,,,,,,
FURNITURE_NAME_OBJECT_JAR_FETUS,罐中的胎儿,,Feto en un tarro,Fœtus en bocal,Fötus im Glas,Feto in barattolo,Feto no pote,罐中的胎兒
FURNITURE_DESC_OBJECT_JAR_FETUS,,,,,,,,
FURNITURE_NAME_OBJECT_LOG,日记,,Tronco,Bûche,Stamm,Tronco,Tronco,日記
FURNITURE_DESC_OBJECT_LOG,,,,,,,,
FURNITURE_NAME_OBJECT_FOOD_HAM,火腿,,Jamón,Jambon,Schinken,Prosciutto,Presunto,火腿
FURNITURE_DESC_OBJECT_FOOD_HAM,,,,,,,,
FURNITURE_NAME_OBJECT_FOOD_TURKEY,火鸡,,Pavo,Dinde,Pute,Tacchino,Peru,火雞
FURNITURE_DESC_OBJECT_FOOD_TURKEY,,,,,,,,
FURNITURE_NAME_OBJECT_BUG_CENIPEDE,蜈蚣,,Ciempiés,Centipède,Tausendfüßler,Millepiedi,Centopeia,蜈蚣
FURNITURE_DESC_OBJECT_BUG_CENIPEDE,,,,,,,,
FURNITURE_NAME_OBJECT_BUG_PILLBUG,草履虫,,Cochinilla,Cloporte,Kugelassel,Porcellino di terra,Bicho-de-conta,草履蟲
FURNITURE_DESC_OBJECT_BUG_PILLBUG,,,,,,,,
FURNITURE_NAME_OBJECT_BUG_SPIDER,黑寡妇,,Viuda negra,Veuve noire,Schwarze Witwe,Vedova nera,Viúva negra,黑寡婦
FURNITURE_DESC_OBJECT_BUG_SPIDER,,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_CHAMELEON,变色龙,,Camaleón,Caméléon,Chamäleon,Camaleonte,Camaleão,變色龍
FURNITURE_DESC_OBJECT_FISHTANK_CHAMELEON,,,,,,,,
FURNITURE_NAME_OBJECT_GASTANK,燃气罐,,Bidón de gasolina,Réservoir,Gastank,Serbatoio del carburante,Tanque de gasolina,燃氣罐
FURNITURE_DESC_OBJECT_GASTANK,,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_ARCADE1,街机,,Máquina recreativa,Borne d'arcade,Spielautomat,Arcade da sala giochi,Fliperama,街機
FURNITURE_DESC_OBJECT_ELECTRONICS_ARCADE1,,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_ARCADE2,独立游戏街机,,Recreativa indie,Borne d'arcade indie,Indie-Spielautomat,Arcade indie,Arcade,獨立遊戲街機
FURNITURE_DESC_OBJECT_ELECTRONICS_ARCADE2,,,,,,,,
FURNITURE_NAME_OBJECT_FORTUNETELLER,算命师,,Máquina de adivinación,Voyante,Wahrsager,Chiromante,Vidente,算命師
FURNITURE_DESC_OBJECT_FORTUNETELLER,,,,,,,,
FURNITURE_NAME_OBJECT_ELECTRONICS_CRANEGAME,抓娃娃机,,Máquina de gancho,Machine à pince,Greifautomat,Gioco dell'artiglio,Jogo do guindaste,抓娃娃機
FURNITURE_DESC_OBJECT_ELECTRONICS_CRANEGAME,,,,,,,,
FURNITURE_NAME_OBJECT_OUTHOUSE,户外简易厕所,,Retrete exterior,Remise,Plumpsklo,Latrina,Casinha,戶外簡易廁所
FURNITURE_DESC_OBJECT_OUTHOUSE,,,,,,,,
FURNITURE_NAME_OBJECT_POTOPOTTY,便桶,,Váter portátil,Sanitaire mobile,Toilettenkabine,Vasino,Banheirinho,便桶
FURNITURE_DESC_OBJECT_POTOPOTTY,,,,,,,,
FURNITURE_NAME_OBJECT_ICECHEST,冰箱,,Nevera portátil,Glacière,Eistruhe,Ghiacciaia,Baú de gelo,冰箱
FURNITURE_DESC_OBJECT_ICECHEST,,,,,,,,
FURNITURE_NAME_OBJECT_FISHTANK_OCTOCAT,章鱼猫水族馆,,Pecera con octogato,Aquarium de chapoulpe,Aquarium (Oktokatze),Acquario di poligatto,Aquário de polvogatos,章魚貓水族館
FURNITURE_DESC_OBJECT_FISHTANK_OCTOCAT,,,,,,,,
FURNITURE_NAME_OBJECT_TAXIDERMY_BEAR,标本熊,,Oso disecado,Ours empaillé,Ausgestopfter Bär,Orso impagliato,Urso empalhado,標本熊
FURNITURE_DESC_OBJECT_TAXIDERMY_BEAR,,,,,,,,
FURNITURE_NAME_OBJECT_BATH1,古董浴缸,,Bañera antigua,Baignoire antique,Antike Badewanne,Vasca antica,Banheira antiga,古董浴缸
FURNITURE_DESC_OBJECT_BATH1,,,,,,,,
FURNITURE_NAME_OBJECT_BATH2,复古浴缸,,Bañera retro,Baignoire rétro,Retrobadewanne,Vasca rétro,Banheira retrô,復古浴缸
FURNITURE_DESC_OBJECT_BATH2,,,,,,,,
FURNITURE_NAME_OBJECT_SHOWER,淋浴,,Ducha,Douche,Dusche,Doccia,Chuveiro,淋浴
FURNITURE_DESC_OBJECT_SHOWER,,,,,,,,
FURNITURE_NAME_OBJECT_BBQ,烤肉,,Barbacoa,BBQ,Grill,Barbecue,Churrasqueira,烤肉
FURNITURE_DESC_OBJECT_BBQ,,,,,,,,
FURNITURE_NAME_OBJECT_OLDSTOVE,古董炉灶,,Hornillo antiguo,Cuisinière antique,Antiker Ofen,Stufa antica,Fogão antigo,古董爐竈
FURNITURE_DESC_OBJECT_OLDSTOVE,,,,,,,,
FURNITURE_NAME_OBJECT_EASEL,画架,,Caballete,Chevalet,Staffelei,Cavalletto,Cavalete,畫架
FURNITURE_DESC_OBJECT_EASEL,,,,,,,,
FURNITURE_NAME_OBJECT_BIRDCAGE,鸟笼,,Jaula,Cage à oiseaux,Vogelkäfig,Gabbia per uccelli,Gaiola de pássaros,鳥籠
FURNITURE_DESC_OBJECT_BIRDCAGE,,,,,,,,
FURNITURE_NAME_OBJECT_DOLLHOUSE,娃娃屋,,Casita de muñecas,Maison de poupée,Puppenhaus,Casa delle bambole,Casa de bonecas,娃娃屋
FURNITURE_DESC_OBJECT_DOLLHOUSE,,,,,,,,
FURNITURE_NAME_OBJECT_SAFE,安全,,Caja fuerte,Coffre-fort,Safe,Cassaforte,Cofre,安全
FURNITURE_DESC_OBJECT_SAFE,,,,,,,,
FURNITURE_NAME_OBJECT_BED,床垫,,Colchón,Matelas,Matratze,Materasso,Colchão,牀墊
FURNITURE_DESC_OBJECT_BED,,,,,,,,
FURNITURE_NAME_OBJECT_WATERTOWER,饮水机,,Dispensador de agua,Fontaine à eau,Wasserkühler,Distributore d'acqua,Bebedouro,飲水機
FURNITURE_DESC_OBJECT_WATERTOWER,,,,,,,,
FURNITURE_NAME_OBJECT_VISIBLEMAN,透明人体模型,,Torso anatómico,Torse d'homme,Anatomiemodell,Uomo visibile,Modelo anatômico,透明人體模型
FURNITURE_DESC_OBJECT_VISIBLEMAN,,,,,,,,
FURNITURE_NAME_OBJECT_STATUE_STONEHEAD,奥尔梅克头,,Cabeza olmeca,Tête olmèque,Olmec-Kopf,Testa olmeca,Cabeça de Olmec,奧爾梅克頭
FURNITURE_DESC_OBJECT_STATUE_STONEHEAD,,,,,,,,
FURNITURE_NAME_OBJECT_CLOCK,座钟,,Reloj de pie,Horloge de parquet,Großvateruhr,Orologio a pendolo,Relógio antigo,座鐘
FURNITURE_DESC_OBJECT_CLOCK,,,,,,,,
FURNITURE_NAME_OBJECT_IV,静脉注射,,IV,Intraveineuse,Infusionsständer,Flebo,Soro fisiológico,靜脈注射
FURNITURE_DESC_OBJECT_IV,,,,,,,,
FURNITURE_NAME_OBJECT_FIREPLACE,壁炉,,Chimenea,Cheminée,Kamin,Camino,Lareira,壁爐
FURNITURE_DESC_OBJECT_FIREPLACE,,,,,,,,
FURNITURE_NAME_OBJECT_DRYER,烘干机,,Secadora,Sèche-linge,Trockner,Asciugatrice,Secadora,烘乾機
FURNITURE_DESC_OBJECT_DRYER,,,,,,,,
FURNITURE_NAME_OBJECT_WASHER,洗衣机,,Lavadora,Machine à laver,Waschmaschine,Lavatrice,Lava-roupas,洗衣機
FURNITURE_DESC_OBJECT_WASHER,,,,,,,,
FURNITURE_NAME_OBJECT_FILINGCABINET,文件柜,,Archivador,Classeur à tiroirs,Aktenschrank,Schedario,Arquivo,文件櫃
FURNITURE_DESC_OBJECT_FILINGCABINET,,,,,,,,
FURNITURE_NAME_OBJECT_CATTREE1,猫树 A,,Árbol rascador A,Arbre à chat&nbsp;A,Katzenbaum A,Tiragraffi A,Árvore de gatos A,貓樹 A
FURNITURE_DESC_OBJECT_CATTREE1,,,,,,,,
FURNITURE_NAME_OBJECT_CATTREE2,猫树 B,,Árbol rascador B,Arbre à chat&nbsp;B,Katzenbaum B,Tiragraffi B,Árvore de gatos B,貓樹 B
FURNITURE_DESC_OBJECT_CATTREE2,,,,,,,,
FURNITURE_NAME_OBJECT_CATTREE3,猫树 C,,Árbol rascador C,Arbre à chat&nbsp;C,Katzenbaum C,Tiragraffi C,Árvore de gatos C,貓樹 C
FURNITURE_DESC_OBJECT_CATTREE3,,,,,,,,
FURNITURE_NAME_OBJECT_PUNCHY,拳击比尔,,Muñeco de boxeo,Torse de boxe,Boxfigur,Boxing Bill,Bob,拳擊比爾
FURNITURE_DESC_OBJECT_PUNCHY,,,,,,,,
FURNITURE_NAME_OBJECT_SINK,水槽,,Lavabo,Évier,Waschbecken,Lavandino,Pia,水槽
FURNITURE_DESC_OBJECT_SINK,,,,,,,,
FURNITURE_NAME_OBJECT_TOOLCHEST,工具箱,,Carrito de herramientas,Coffre à outils,Werkzeugkiste,Cassetta degli attrezzi,Caixa de ferramentas,工具箱
FURNITURE_DESC_OBJECT_TOOLCHEST,,,,,,,,
FURNITURE_NAME_OBJECT_IRONINGBOARD,熨衣板,,Tabla de planchar,Plancher à repasser,Bügelbrett,Asse da stiro,Tábua de passar,熨衣板
FURNITURE_DESC_OBJECT_IRONINGBOARD,,,,,,,,
FURNITURE_NAME_OBJECT_BROOM,扫帚,,Escoba,Balai,Besen,Scopa,Vassoura,掃帚
FURNITURE_DESC_OBJECT_BROOM,,,,,,,,
FURNITURE_NAME_OBJECT_VACUUM,真空,,Aspiradora,Aspirateur,Staubsauger,Aspirapolvere,Aspirador,真空
FURNITURE_DESC_OBJECT_VACUUM,,,,,,,,
FURNITURE_NAME_OBJECT_GNOME,侏儒,,Gnomo,Nain de jardin,Gartenzwerg,Gnomo,Gnomo,侏儒
FURNITURE_DESC_OBJECT_GNOME,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_BLUEBOY,蓝色男孩画框,,«El joven azul»,Tableau «&nbsp;L'Enfant bleu&nbsp;»,Knabe in Blau,Quadro incorniciato: Il Ragazzo in Azzurro,Quadro Menino Azul,藍色男孩畫框
FURNITURE_DESC_WALLMOUNTED_PICTURE_BLUEBOY,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_FRIDA,弗里达画框,,Cuadro de Frida,Tableau «&nbsp;Frida&nbsp;»,Frida,Quadro incorniciato: Frida,Quadro Frida,弗裏達畫框
FURNITURE_DESC_WALLMOUNTED_PICTURE_FRIDA,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_GOD,亚当创造画框,,«La creación de Adán»,Tableau «&nbsp;La Création d'Adam&nbsp;»,Die Erschaffung Adams,Quadro incorniciato: Creazione di Adamo,Quadro Criação de Adão,亞當創造畫框
FURNITURE_DESC_WALLMOUNTED_PICTURE_GOD,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_LISA,蒙娜丽莎画框,,«Mona Lisa»,Tableau «&nbsp;Mona Lisa&nbsp;»,Mona Lisa,Quadro incorniciato: Gioconda,Quadro Monalisa,蒙娜麗莎畫框
FURNITURE_DESC_WALLMOUNTED_PICTURE_LISA,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_SCREAM,呐喊画框,,«El grito»,Tableau «&nbsp;Le Cri&nbsp;»,Der Schrei,Quadro incorniciato: L'Urlo,Quadro O Grito,吶喊畫框
FURNITURE_DESC_WALLMOUNTED_PICTURE_SCREAM,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_NIGHT,星夜画框,,«La noche estrellada»,Tableau «&nbsp;La Nuit étoilée&nbsp;»,Sternennacht,Quadro incorniciato: Notte Stellata,Quadro Noite Estrelada,星夜畫框
FURNITURE_DESC_WALLMOUNTED_PICTURE_NIGHT,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_GOTHIC,美国哥特画框,,«Gótico estadounidense»,Tableau «&nbsp;American Gothic&nbsp;»,American Gothic,Quadro incorniciato: American Gothic,Quadro American Gothic,美國哥特畫框
FURNITURE_DESC_WALLMOUNTED_PICTURE_GOTHIC,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PICASSO,毕加索画框,,Cuadro de Picasso,Tableau de Picasso,Picasso,Quadro incorniciato: Picasso,Quadro Picasso,畢加索畫框
FURNITURE_DESC_WALLMOUNTED_PICTURE_PICASSO,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_KEITH,装框的基思·哈林,,Cuadro de Keith Haring,Tableau de Keith Haring,Keith Haring,Quadro incorniciato: Keith Haring,Quadro Keith Haring,裝框的基思·哈林
FURNITURE_DESC_WALLMOUNTED_PICTURE_KEITH,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PEARL,装框的珍珠,,«La joven de la perla»,Tableau «&nbsp;La Perle&nbsp;»,Das Mädchen mit dem Perlenohrring,Quadro incorniciato: La Ragazza col Turbante,Quadro Moça com o Brinco de Pérola,裝框的珍珠
FURNITURE_DESC_WALLMOUNTED_PICTURE_PEARL,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_ROSIE,罗西海报,,Póster de «Rosie»,Affiche de Rosie,Rosie-Poster,Poster - Rosie,Pôster Rosie,羅西海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_ROSIE,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_UFO,UFO海报,,Póster de «Ovni»,Affiche d'OVNI,UFO-Poster,Poster - UFO,Pôster Ufo,UFO海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_UFO,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_CHE,切·普尔瓦拉海报,,Póster de «Miau Guevara»,Affiche de Cha Guevara,Che-Guemiaura-Poster,Poster - Che Purvara,Pôster Che Miauguevara,切·普爾瓦拉海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_CHE,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_OBEY,喵贝海报,,Póster de «Obediencia minina»,Affiche de Meowbey,Meowbey-Poster,Poster - Miaobey,Pôster Meowbey,喵貝海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_OBEY,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_HANG,坚持住海报,,Póster de «Colgados de la gata»,Affiche Chat perché,Hang in There Poster,Poster - Tieni Duro,Pôster Aguenta firme,堅持住海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_HANG,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_JAWS,爪子海报,,Póster de «Bufidón»,Affiche «&nbsp;Les Crocs de la terre&nbsp;»,Der Weiße Kater Poster,Poster - Il Pescegatto,Pôster Gatubarão,爪子海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_JAWS,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_SCARFACE,猫脸海报,,Póster de «Caragatuna»,Affiche «&nbsp;Catface&nbsp;»,Catface-Poster,Poster - Catface,Pôster Catface,貓臉海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_SCARFACE,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_LAMBS,老鼠的沉默海报,,Póster de «El silencio de los ratones»,Affiche «&nbsp;Le Silence des souris&nbsp;»,Das Schweigen der Mäuse Poster,Poster - Il Silenzio delle Pantegane,Pôster Silêncio dos camundongos,老鼠的沉默海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_LAMBS,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_ORANGE,猫橘海报,,Póster de «La naranja michina»,Affiche «&nbsp;Orange méchanique&nbsp;»,Uhrwerk Miaurange Poster,Poster - Miaoarancia Meccanica,Pôster Laranja miaucânica,貓橘海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_ORANGE,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_ERASER,垃圾头海报,,Póster de «Cabeza basurera»,Affiche «&nbsp;Litterhead&nbsp;»,Litterhead-Poster,Poster - Testa di Lettiera,Pôster Litterhead,垃圾頭海報
FURNITURE_DESC_WALLMOUNTED_PICTURE_ERASER,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SEWN_CLOCK,缝制时钟,,Reloj remendado,Horloge cousue,Stoffuhr,Orologio rammendato,Relógio costurado,縫製時鐘
FURNITURE_DESC_WALLMOUNTED_SEWN_CLOCK,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_CLOCK,猫时钟,,Reloj gatuno,Horloge chat,Katzenuhr,Orologio di gatto,Relógio de gato,貓時鐘
FURNITURE_DESC_WALLMOUNTED_CLOCK,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_CLOCK,木制时钟,,Reloj de madera,Horloge en bois,Holzuhr,Orologio di legno,Relógio de madeira,木製時鐘
FURNITURE_DESC_WALLMOUNTED_WOODEN_CLOCK,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ATOMIC_CLOCK,原子时钟,,Reloj atómico,Horloge atomique,Radioaktive Uhr,Orologio atomico,Relógio atômico,原子時鐘
FURNITURE_DESC_WALLMOUNTED_ATOMIC_CLOCK,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_GHOST1,闪烁,,Pestañita,Blinky,Blinky,Lampeggino,Blinky,閃爍
FURNITURE_DESC_WALLMOUNTED_GHOST1,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_GHOST2,粉红,,Rosita,Pinky,Pinky,Mignoletto,Pinky,粉紅
FURNITURE_DESC_WALLMOUNTED_GHOST2,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_GHOST3,克莱德,,Clyde,Clyde,Clyde,Clyde,Clyde,克萊德
FURNITURE_DESC_WALLMOUNTED_GHOST3,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MASK_BUNNY,兔子面具,,Máscara de conejito,Masque de lapin,Hasenmaske,Maschera da coniglio,Máscara de coelho,兔子面具
FURNITURE_DESC_WALLMOUNTED_MASK_BUNNY,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MASK_TONETTA,托内塔面具,,Máscara de Tonetta,Masque de Tonetta,Tonettamaske,Maschera di Tonetta,Máscara Tonetta,託內塔面具
FURNITURE_DESC_WALLMOUNTED_MASK_TONETTA,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_MASK_HOCKY,冰球面具,,Máscara de hockey,Masque de hockey,Hockeymaske,Maschera da hockey,Máscara de hóquei,冰球面具
FURNITURE_DESC_WALLMOUNTED_MASK_HOCKY,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_SAILBOAT,装框帆船,,Cuadro de un velero,Tableau de voilier,Segelboot,Barca a vela incorniciata,Quadro Barco à Vela,裝框帆船
FURNITURE_DESC_WALLMOUNTED_PICTURE_SAILBOAT,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_MAGAZINE,中间页,,Despegable,Pin-up,Magazin,Pagina centrale,Pôster de revista,中間頁
FURNITURE_DESC_WALLMOUNTED_PICTURE_MAGAZINE,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_POEM,诗歌,,Poema,Poème,Gedicht,Poesia,Poema,詩歌
FURNITURE_DESC_WALLMOUNTED_PICTURE_POEM,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO,照片 A,,Foto A,Photo&nbsp;A,Foto A,Foto A,Foto A,照片 A
FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO2,照片 B,,Foto B,Photo&nbsp;B,Foto B,Foto B,Foto B,照片 B
FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO2,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_PICTURE_PHOTO3,照片集,,Fotos,Photos,Fotos,Foto,Fotos,照片集
FURNITURE_DESC_WALLMOUNTED_PICTURE_PHOTO3,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS1,木板 A,,Tablones de madera A,Panneaux en bois&nbsp;A,Holzbretter A,Assi di legno A,Placas de madeira A,木板 A
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS1,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS2,木板 B,,Tablones de madera B,Panneaux en bois&nbsp;B,Holzbretter B,Assi di legno B,Placas de madeira B,木板 B
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS2,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS3,木板 C,,Tablones de madera C,Panneaux en bois&nbsp;C,Holzbretter C,Assi di legno C,Placas de madeira C,木板 C
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS3,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_WOODEN_BOARDS4,木板 D,,Tablones de madera D,Panneaux en bois&nbsp;D,Holzbretter D,Assi di legno D,Placas de madeira D,木板 D
FURNITURE_DESC_WALLMOUNTED_WOODEN_BOARDS4,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SWITCH,灯开关,,Interruptor,Interrupteur,Lichtschalter,Interruttore della luce,Interruptor,燈開關
FURNITURE_DESC_WALLMOUNTED_SWITCH,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_OUTLET,插座,,Enchufe,Prise de courant,Steckdose,Presa di corrente,Tomada,插座
FURNITURE_DESC_WALLMOUNTED_OUTLET,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE1,金属板 A,,Placa metálica A,Plaque en métal&nbsp;A,Metallplatte A,Piastra metallica A,Placa de metal A,金屬板 A
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE1,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE2,金属板 B,,Placa metálica B,Plaque en métal&nbsp;B,Metallplatte B,Piastra metallica B,Placa de metal B,金屬板 B
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE2,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE3,金属板 C,,Placa metálica C,Plaque en métal&nbsp;C,Metallplatte C,Piastra metallica C,Placa de metal C,金屬板 C
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE3,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_FURNACE,炉子,,Horno,Chaudière,Hochofen,Fornace,Fornalha,爐子
FURNITURE_DESC_WALLMOUNTED_FURNACE,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_ROBO_PLATE4,机器人板,,Placa robótica,Assiette robo,Roboplatte,Robo-piastra,Placa robô,機器人板
FURNITURE_DESC_WALLMOUNTED_ROBO_PLATE4,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_TV,壁挂电视,,Tele de pared,TV murale,Wandfernseher,TV a parete,TV na parede,壁掛電視
FURNITURE_DESC_WALLMOUNTED_TV,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON,气球 A,,Globo A,Ballon&nbsp;A,Ballon A,Palloncino A,Balão A,氣球 A
FURNITURE_DESC_WALLMOUNTED_BALLOON,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON2,气球 B,,Globo B,Ballon&nbsp;B,Ballon B,Palloncino B,Balão B,氣球 B
FURNITURE_DESC_WALLMOUNTED_BALLOON2,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON3,气球 C,,Globo C,Ballon&nbsp;C,Ballon C,Palloncino C,Balão C,氣球 C
FURNITURE_DESC_WALLMOUNTED_BALLOON3,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES1,下水道管道 A,,Cañerías A,Tuyaux d'égout&nbsp;A,Abwasserrohre A,Tubi di fogna A,Canos de esgoto A,下水道管道 A
FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES1,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES2,下水道管道 B,,Cañerías B,Tuyaux d'égout&nbsp;B,Abwasserrohre B,Tubi di fogna B,Canos de esgoto B,下水道管道 B
FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES2,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_SEWER_PIPES3,下水道管道 C,,Cañerías C,Tuyaux d'égout&nbsp;C,Abwasserrohre C,Tubi di fogna C,Canos de esgoto C,下水道管道 C
FURNITURE_DESC_WALLMOUNTED_SEWER_PIPES3,,,,,,,,
FURNITURE_NAME_WALLMOUNTED_BALLOON4,心形气球,,Globo acorazonado,Ballon cœur,Herzballon,Palloncino a cuore,Balão de coração,心形氣球
